Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Reims,Strasbourg,1.4,0.8,0,2
Nantes,Troyes,1.7,1.8,2,2
Nice,Clermont Foot,1.3,1.0,1,2
Ajaccio,Brest,0.3,0.6,0,0
Lorient,Toulouse,0.6,1.1,0,1
Montpellier,Rennes,0.9,1.1,1,0
Lyon,Marseille,1.0,2.0,1,2
Strasbourg,Lyon,1.3,0.8,1,2
Lille,Ajaccio,1.6,0.5,3,0
Monaco,Montpellier,1.1,1.9,0,4
Troyes,Nice,0.7,3.3,0,1
Clermont Foot,Reims,1.6,0.8,1,0
Rennes,Angers,2.1,1.0,4,2
Paris S-G,Lorient,1.8,2.9,1,3
Marseille,Auxerre,2.6,0.5,2,1
Toulouse,Lens,0.6,1.2,0,1
Brest,Nantes,0.6,1.0,2,0
Nice,Rennes,1.6,1.3,2,1
Reims,Lille,2.0,1.7,1,0
Lens,Marseille,0.7,1.3,2,1
Angers,Monaco,1.0,2.1,1,2
Ajaccio,Toulouse,0.3,1.7,0,0
Lorient,Brest,1.0,1.5,2,1
Nantes,Strasbourg,0.8,2.2,0,2
Auxerre,Clermont Foot,1.2,1.5,1,1
Lyon,Montpellier,2.9,1.8,5,4
Troyes,Paris S-G,0.7,4.1,1,3
Lens,Reims,1.5,1.7,2,1
Strasbourg,Nice,2.0,0.5,2,0
Paris S-G,Ajaccio,2.3,0.4,5,0
Clermont Foot,Lyon,1.8,1.7,2,1
Montpellier,Lorient,1.6,0.6,1,1
Toulouse,Nantes,1.3,1.0,0,0
Brest,Auxerre,1.6,0.6,1,0
Rennes,Troyes,3.9,0.4,4,0
Monaco,Lille,0.7,0.9,0,0
Marseille,Angers,2.7,0.3,3,1
Lyon,Monaco,2.1,1.8,3,1
Nantes,Montpellier,0.9,1.8,0,3
Lille,Marseille,1.7,0.7,2,1
Ajaccio,Rennes,0.1,1.3,0,5
Brest,Clermont Foot,1.3,0.5,2,1
Reims,Angers,1.5,1.2,2,2
Nice,Toulouse,2.2,0.8,0,0
Troyes,Strasbourg,0.6,1.6,1,1
Lorient,Lens,1.3,1.9,1,3
Auxerre,Paris S-G,0.9,2.1,1,2
Lille,Nantes,2.1,1.0,2,1
Rennes,Monaco,1.3,0.5,2,0
Lyon,Reims,2.6,1.1,3,0
Angers,Troyes,1.2,0.3,2,1
Lens,Ajaccio,2.3,0.2,3,0
Montpellier,Nice,2.3,3.4,2,3
Clermont Foot,Lorient,1.4,1.1,2,0
Strasbourg,Paris S-G,1.2,1.0,1,1
Toulouse,Auxerre,0.8,0.9,1,1
Marseille,Brest,1.1,1.0,1,2
Paris S-G,Clermont Foot,2.2,3.1,2,3
Monaco,Toulouse,2.2,2.6,1,2
Ajaccio,Marseille,0.1,1.4,1,0
Reims,Montpellier,1.5,2.3,1,3
Nantes,Angers,1.1,0.3,1,0
Nice,Lyon,2.3,1.8,3,1
Troyes,Lille,0.4,1.4,1,1
Auxerre,Lens,3.3,2.8,1,3
Lorient,Strasbourg,0.5,1.0,2,1
Brest,Rennes,1.5,1.9,1,2
